,DOI,Sample_ID,Location,Countries,Source,Concentration,Concentration_Units,Approximate_Latitude,Approximate_Longitude,Sample_device_and_deployment_methods,Digestion,Filtration,Filter_Size,Microplastic_Identification_Method,Spectral_Analysis,Controls
0,10.1016/j.watres.2017.11.011,1|10.1016/j.watres.2017.11.011,Germany,Germany,bottled water,14,particles/L,51.1638175,10.4478313,Pre packaged bevarage cartons,Not Provided,polycarbonate filter,3 um,"Single Particle Explorer (SPE, rapID, Berlin)",Raman,Blank filters run through Raman
190,10.1371/journal.pone.0236838,Shruti|10.1371/journal.pone.0236838,,,tap water,18,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
191,10.1371/journal.pone.0236838,Strand|10.1371/journal.pone.0236838,,,tap water,0.59,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
192,10.1371/journal.pone.0236838,Zhang|10.1371/journal.pone.0236838,,,tap water,0.7,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
193,10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,,,bottled water,315,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
194,10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,,,bottled water,10.4,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
195,10.1371/journal.pone.0236838,Ossmann|10.1371/journal.pone.0236838,,,bottled water,3074,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
196,10.1371/journal.pone.0236838,Weisheu|10.1371/journal.pone.0236838,,,bottled water,0.33,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
197,10.11001/jksww.2020.34.5.357,Czech_Milence_DWTP|10.11001/jksww.2020.34.5.357,Czech Republic,Czech Republic,tap water,14,particles/L,49.7439047,15.3381061,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
198,10.11001/jksww.2020.34.5.357,Czech_Plzen_DWTP|10.11001/jksww.2020.34.5.357,Czech Republic,Czech Republic,tap water,151,particles/L,49.7439047,15.3381061,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
199,10.1016/j.scitotenv.2019.02.431,Nethen|10.1016/j.scitotenv.2019.02.431,"Nethen, Germany",Germany,tap water,< 1,particles/L,51.1638175,10.4478313,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
200,10.1016/j.scitotenv.2019.02.431,Holdorf|10.1016/j.scitotenv.2019.02.431,"Holdorf, Germany",Germany,tap water,< 1,particles/L,51.1638175,10.4478313,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
201,10.1016/j.scitotenv.2019.02.431,Aqua|10.1016/j.scitotenv.2019.02.431,,,bottled water,382,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
202,10.1016/j.scitotenv.2019.02.431,Auqafina|10.1016/j.scitotenv.2019.02.431,,,bottled water,213,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
203,10.1016/j.scitotenv.2019.02.431,Bisleri|10.1016/j.scitotenv.2019.02.431,,,bottled water,347,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
204,10.1016/j.scitotenv.2019.02.431,Dasani|10.1016/j.scitotenv.2019.02.431,,,bottled water,119,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
205,10.1016/j.scitotenv.2019.02.431,E-Pura|10.1016/j.scitotenv.2019.02.431,,,bottled water,248,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
206,10.1016/j.scitotenv.2019.02.431,Evian|10.1016/j.scitotenv.2019.02.431,,,bottled water,128,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
207,10.1016/j.scitotenv.2019.02.431,PlasticGerosteiner|10.1016/j.scitotenv.2019.02.431,,,bottled water,1411,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
208,10.1016/j.scitotenv.2019.02.431,GlassGerosteiner|10.1016/j.scitotenv.2019.02.431,,,bottled water,168,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
209,10.1016/j.scitotenv.2019.02.431,Minalba|10.1016/j.scitotenv.2019.02.431,,,bottled water,67,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
210,10.1016/j.scitotenv.2019.02.431,NestlePureLife|10.1016/j.scitotenv.2019.02.431,,,bottled water,932,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
211,10.1016/j.scitotenv.2019.02.431,SanPellegrino|10.1016/j.scitotenv.2019.02.431,,,bottled water,29,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
212,10.1016/j.scitotenv.2019.02.431,Wahaha|10.1016/j.scitotenv.2019.02.431,,,bottled water,96,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
213,10.1016/j.scitotenv.2019.02.431,SingleUsePET|10.1016/j.scitotenv.2019.02.431,,,bottled water,2649,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
214,10.1016/j.scitotenv.2019.02.431,ResuablePET|10.1016/j.scitotenv.2019.02.431,,,bottled water,4889,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
215,10.1016/j.scitotenv.2019.02.431,GlassBottles|10.1016/j.scitotenv.2019.02.431,,,bottled water,6298,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
216,10.1016/j.scitotenv.2019.02.431,SingleUsePlastic|10.1016/j.scitotenv.2019.02.431,,,bottled water,15,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
217,10.1016/j.scitotenv.2019.02.431,ReturnablePlastic|10.1016/j.scitotenv.2019.02.431,,,bottled water,117,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
218,10.1016/j.scitotenv.2019.02.431,GlassBottles2|10.1016/j.scitotenv.2019.02.431,,,bottled water,56,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
219,10.1016/j.scitotenv.2019.02.431,BeverageCartons|10.1016/j.scitotenv.2019.02.431,,,bottled water,11,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
220,10.1016/j.watres.2019.02.054,AverageAll|10.1016/j.watres.2019.02.054,,,tap water,,,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
221,10.1016/j.cej.2020.128381,France|10.1016/j.cej.2020.128381,France,France,tap water,32,particles/L,46.603354,1.8883335,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
222,10.1016/j.cej.2020.128381,Finland|10.1016/j.cej.2020.128381,Finland,Finland,tap water,1,particles/L,63.2467777,25.9209164,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
223,10.1016/j.cej.2020.128381,Finland|10.1016/j.cej.2020.128381,Finland,Finland,tap water,0.4,particles/L,63.2467777,25.9209164,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
224,10.1016/j.cej.2020.128381,China|10.1016/j.cej.2020.128381,China,China,tap water,0.14,particles/L,35.000074,104.999927,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
225,10.1016/j.cej.2020.128381,China|10.1016/j.cej.2020.128381,China,China,tap water,0.06,particles/L,35.000074,104.999927,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
226,10.1016/j.cej.2020.128381,Korea|10.1016/j.cej.2020.128381,Korea,Korea,tap water,0.4,particles/L,36.638392,127.6961188,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
227,10.1016/j.cej.2020.128381,Korea|10.1016/j.cej.2020.128381,Korea,Korea,tap water,0.1,particles/L,36.638392,127.6961188,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
228,10.1016/j.cej.2020.128381,Korea|10.1016/j.cej.2020.128381,Korea,Korea,tap water,0.3,particles/L,36.638392,127.6961188,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
229,10.1016/j.cej.2020.128381,Scotland|10.1016/j.cej.2020.128381,Scotland,Scotland,tap water,3-Jan,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
230,10.1016/j.cej.2020.128381,Finland2|10.1016/j.cej.2020.128381,Finland,Finland,tap water,2.5,particles/L,63.2467777,25.9209164,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
231,10.1016/j.cej.2020.128381,HongKong|10.1016/j.cej.2020.128381,Hong Kong,Hong Kong,tap water,0.4,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
232,10.1016/j.cej.2020.128381,HongKong|10.1016/j.cej.2020.128381,Hong Kong,Hong Kong,tap water,0.27,particles/L,,,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
233,10.1016/j.cej.2020.128381,UnitedStates|10.1016/j.cej.2020.128381,United States,USA,tap water,0.0008,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
234,10.1016/j.cej.2020.128381,UnitedStates|10.1016/j.cej.2020.128381,United States,USA,tap water,0.00000243,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
235,10.1016/j.cej.2020.128381,Germany|10.1016/j.cej.2020.128381,Germany,Germany,tap water,0.08-7.52,particles/L,51.1638175,10.4478313,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
236,10.1016/j.cej.2020.128381,Denmark|10.1016/j.cej.2020.128381,Denmark,Denmark,tap water,19-447,particles/L,55.670249,10.3333283,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
237,10.1016/j.cej.2020.128381,China2|10.1016/j.cej.2020.128381,China,China,tap water,0.004-0.195,particles/L,35.000074,104.999927,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
238,10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,United States,USA,tap water,0.009,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
239,10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,United States,USA,tap water,0.019,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
240,10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,United States,USA,tap water,0.047,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
241,10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,United States,USA,tap water,0.064,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
242,10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,United States,USA,tap water,0.092,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
243,10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,United States,USA,tap water,0.127,particles/L,39.7837304,-100.445882,Literature review,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
244,10.1016/j.chemosphere.2020.126612,1|10.1016/j.chemosphere.2020.126612,"Danube River, Austria",Austria,tap water,< 1,particles/L,47.59397,14.12456,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
245,10.1016/j.chemosphere.2020.126612,2|10.1016/j.chemosphere.2020.126612,"River Seine, France",France,tap water,0.3-0.5,particles/L,46.603354,1.8883335,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
246,10.1016/j.chemosphere.2020.126612,3|10.1016/j.chemosphere.2020.126612,"River Seine, France",France,tap water,3-106,particles/L,46.603354,1.8883335,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
247,10.1016/j.chemosphere.2020.126612,4|10.1016/j.chemosphere.2020.126612,"Amsterdam Canal Water, Netherlands",Netherlands,tap water,48-147,particles/L,52.24764975,5.541246849,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
248,10.1016/j.chemosphere.2020.126612,6|10.1016/j.chemosphere.2020.126612,"29 Great Lakes, USA",USA,tap water,< 1,particles/L,39.7837304,-100.445882,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
249,10.1016/j.chemosphere.2020.126612,7|10.1016/j.chemosphere.2020.126612,"Surface Water, Hungary",Hungary,tap water,< 1,particles/L,47.1817585,19.5060937,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
250,10.1016/j.chemosphere.2020.126612,8|10.1016/j.chemosphere.2020.126612,"Surface Water, Czech Republic",Czech Republic,tap water,3123-4464,particles/L,49.7439047,15.3381061,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
251,10.1016/j.chemosphere.2020.126612,9|10.1016/j.chemosphere.2020.126612,"Three Gorges Reservoir, China",China,tap water,1.6-12.6,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
252,10.1016/j.chemosphere.2020.126612,10|10.1016/j.chemosphere.2020.126612,"Dongting Lake, China",China,tap water,< 1-2.8,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
253,10.1016/j.chemosphere.2020.126612,11|10.1016/j.chemosphere.2020.126612,"Taihi Lake, China",China,tap water,3.4-25.8,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
254,10.1016/j.chemosphere.2020.126612,12|10.1016/j.chemosphere.2020.126612,"Poyang Lake, China",China,tap water,May-34,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
255,10.1016/j.chemosphere.2020.126612,13|10.1016/j.chemosphere.2020.126612,"Yangtze River, China",China,tap water,0.5-3.1,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
256,10.1016/j.chemosphere.2020.126612,14|10.1016/j.chemosphere.2020.126612,"Suzhou and Huangpu River, China",China,tap water,1.8-2.4,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
257,10.1016/j.chemosphere.2020.126612,15|10.1016/j.chemosphere.2020.126612,"Hong Lake, China",China,tap water,1.3-4.7,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
258,10.1016/j.chemosphere.2020.126612,16|10.1016/j.chemosphere.2020.126612,"Urban lakes, Hanjiang and Wuhan rivers, China",China,tap water,1.7-8.9,particles/L,35.000074,104.999927,Literature review,Not Provided,trawl; glass filter; PTFE membrane filter; plankton net; nylon filter; sieve,1-500 um,visual; stereomicroscope; microscope; SEM,ATR; FTIR; Raman,Not Provided
259,10.1016/j.impact.2021.100302,MineralWater_SingleUsePET|10.1016/j.impact.2021.100302,,,bottled water,2649,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
260,10.1016/j.impact.2021.100302,MineralWater_ReusablePET|10.1016/j.impact.2021.100302,,,bottled water,4889,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
261,10.1016/j.impact.2021.100302,MineralWater_Glass|10.1016/j.impact.2021.100302,,,bottled water,6292,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
262,10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,,,tap water,1473,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
263,10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,,,tap water,1812,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
264,10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,,,tap water,3605,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
265,10.1016/j.impact.2021.100302,TapWater|10.1016/j.impact.2021.100302,,,tap water,440,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
266,10.1016/j.impact.2021.100302,RawWater|10.1016/j.impact.2021.100302,,,tap water,6614,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
267,10.1016/j.impact.2021.100302,TreatedDrinkingWater2|10.1016/j.impact.2021.100302,,,tap water,930,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
268,10.1016/j.impact.2021.100302,MineralWaterPET|10.1016/j.impact.2021.100302,,,bottled water,32000000-110000000,particles/L,,,Literature review,calcium magnesium dissolusion; Fe H2O2; iron precipitates; HCl; H2O2;,polycarbonate; PTFE; Al3O3; Au coated polycarbonate; Al oxide,0.4 um; 5 um; 0.2 um; 0.22 um,FTIR; Raman; SEM-EDX,FTIR; Raman,Not Provided
269,10.1007/s11783-021-1492-5,Mintenig|10.1007/s11783-021-1492-5,Germany,Germany,tap water,0-0.7,particles/m3,51.1638175,10.4478313,Literature review; drinking water treatment plants,Not Provided,Sand,Not Provided,Not Provided,Not Provided,Not Provided
270,10.1007/s11783-021-1492-5,Sarkar|10.1007/s11783-021-1492-5,"Ganga River, India",India,tap water,2.75,particles/L,22.3511148,78.6677428,Literature review; drinking water treatment plants,Not Provided,Sand,Not Provided,Not Provided,Not Provided,Not Provided
271,10.1007/s11783-021-1492-5,Johnson|10.1007/s11783-021-1492-5,UK,UK,tap water,0-0.0028,particles/L,54.7023545,-3.2765753,Literature review; drinking water treatment plants,Not Provided,Sand,Not Provided,Not Provided,Not Provided,Not Provided
272,10.1007/s11783-021-1492-5,Dalmau-Soler|10.1007/s11783-021-1492-5,Spain,Spain,tap water,0.07,particles/L,39.3260685,-4.8379791,Literature review; drinking water treatment plants,Not Provided,Sand,Not Provided,Not Provided,Not Provided,Not Provided
273,10.1016/j.envres.2022.112855,AverageAll|10.1016/j.envres.2022.112855,China,China,tap water,29,particles/L,35.000074,104.999927,Groundwater drinking water,H2O2,polycarbonate membrane,5 um,FTIR,FTIR,Not Provided
274,10.1021/acs.est.9b01517,Bottled_Water|10.1021/acs.est.9b01517,,,bottled water,94.37,particles/L,,,Bottled water and tap water; food,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
275,10.1021/acs.est.9b01517,Tap_Water|10.1021/acs.est.9b01517,,,tap water,4.23,particles/L,,,Bottled water and tap water; food,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
276,10.1016/j.envpol.2021.117524,PE|10.1016/j.envpol.2021.117524,Warnow river,Germany,tap water,117,particles/m3,51.1638175,10.4478313,Drinking water,H2O2,stainless steel,10 um,micro raman,Raman,Not Provided
277,10.1016/j.envpol.2021.117524,PP|10.1016/j.envpol.2021.117524,Warnow river,Germany,tap water,34,particles/m3,51.1638175,10.4478313,Drinking water,H2O2,stainless steel,10 um,micro raman,Raman,Not Provided
278,10.1016/j.envpol.2021.117524,PS|10.1016/j.envpol.2021.117524,Warnow river,Germany,tap water,45,particles/m3,51.1638175,10.4478313,Drinking water,H2O2,stainless steel,10 um,micro raman,Raman,Not Provided
279,10.1016/j.envpol.2021.117524,PET|10.1016/j.envpol.2021.117524,Warnow river,Germany,tap water,0,particles/m3,51.1638175,10.4478313,Drinking water,H2O2,stainless steel,10 um,micro raman,Raman,Not Provided
280,10.1016/j.envpol.2021.117524,PVC|10.1016/j.envpol.2021.117524,Warnow river,Germany,tap water,0,particles/m3,51.1638175,10.4478313,Drinking water,H2O2,stainless steel,10 um,micro raman,Raman,Not Provided
281,10.1016/j.envpol.2021.117524,others|10.1016/j.envpol.2021.117524,Warnow river,Germany,tap water,0,particles/m3,51.1638175,10.4478313,Drinking water,H2O2,stainless steel,10 um,micro raman,Raman,Not Provided
282,10.21203/rs.3.rs-242504/v1,DWTP1|10.21203/rs.3.rs-242504/v1,Tehran,Iran,tap water,1401,particles/L,32.6475314,54.5643516,Drinking water from treatment facilities,Fe H2O2,Not Provided,20 um,SEM,FTIR,Not Provided
283,10.21203/rs.3.rs-242504/v1,DWTP2|10.21203/rs.3.rs-242504/v1,Tehran,Iran,tap water,1042,particles/L,32.6475314,54.5643516,Drinking water from treatment facilities,Fe H2O2,Not Provided,20 um,SEM,FTIR,Not Provided
284,10.21203/rs.3.rs-242504/v1,DWTP3|10.21203/rs.3.rs-242504/v1,Tehran,Iran,tap water,971,particles/L,32.6475314,54.5643516,Drinking water from treatment facilities,Fe H2O2,Not Provided,20 um,SEM,FTIR,Not Provided
285,10.1016/j.sciotenv.2020.143421,1|10.1016/j.sciotenv.2020.143421,Germany,Germany,tap water,0,particles/L,51.1638175,10.4478313,Tap water,HCl,PC filter,1.2 um,EMCCD,Raman,5 procedural blanks
286,10.1016/j.etap.2018.12.009,29|10.1016/j.etap.2018.12.009,"Three Gorges Reservoir, China",China,tap water,4703,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
287,10.1016/j.etap.2018.12.009,30|10.1016/j.etap.2018.12.009,"Dongting Lake, China",China,tap water,1191.7,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
288,10.1016/j.etap.2018.12.009,20a|10.1016/j.etap.2018.12.009,"Hong Lake, China",China,tap water,2282.5,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
289,10.1016/j.etap.2018.12.009,7|10.1016/j.etap.2018.12.009,"Yangtze Estuary, China",China,tap water,4137.3,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
290,10.1016/j.etap.2018.12.009,123|10.1016/j.etap.2018.12.009,"Urban Lakes in Wuhan, China",China,tap water,1660-8925,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
291,10.1016/j.etap.2018.12.009,11|10.1016/j.etap.2018.12.009,"Taihu Lake, China",China,tap water,3.4-25.8,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
292,10.1016/j.etap.2018.12.009,20b|10.1016/j.etap.2018.12.009,"Danjangkou Reservoir, China",China,tap water,2594,particles/m3,35.000074,104.999927,Reservoir water,H2O2,Glass fiber,0.45 um,SEM,Raman,Not Provided
